1718,114, wlan0_LBS1_NOISE_L, wlan0_LBS2_SIG_Q, wlan0_LBS2_SIG_L, wlan0_LBS2_NOISE_L, wlan0_LBS3_SIG_Q, wlan0_LBS3_SIG_L, wlan0_LBS3_NOISE_L, wlan0_LBS4_SIG_Q, wlan0_LBS4_SIG_L, wlan0_LBS4_NOISE_L, wlan0_NTU@1_SIG_Q, wlan0_NTU@1_SIG_L, wlan0_NTU@1_NOISE_L, wlan0_NTU@2_SIG_Q, wlan0_NTU@2_SIG_L, wlan0_NTU@2_NOISE_L, wlan0_NTU@3_SIG_Q, wlan0_NTU@3_SIG_L, wlan0_NTU@3_NOISE_L, wlan0_NTU@4_SIG_Q, wlan0_NTU@4_SIG_L, wlan0_NTU@4_NOISE_L, wlan0_ntu_peap@1_SIG_Q, wlan0_ntu_peap@1_SIG_L, wlan0_ntu_peap@1_NOISE_L, wlan0_ntu_peap@2_SIG_Q, wlan0_ntu_peap@2_SIG_L, wlan0_ntu_peap@2_NOISE_L, wlan0_ntu_peap@3_SIG_Q, wlan0_ntu_peap@3_SIG_L, wlan0_ntu_peap@3_NOISE_L, wlan0_eduroam@1_SIG_Q, wlan0_eduroam@1_SIG_L, wlan0_eduroam@1_NOISE_L, wlan0_eduroam@2_SIG_Q, wlan0_eduroam@2_SIG_L, wlan0_eduroam@2_NOISE_L, wlan0_eduroam@3_SIG_Q, wlan0_eduroam@3_SIG_L, wlan0_eduroam@3_NOISE_L, wlan0_MD402_1_SIG_Q, wlan0_MD402_1_SIG_L, wlan0_MD402_1_NOISE_L, wlan0_MD402-2_SIG_Q, wlan0_MD402-2_SIG_L, wlan0_MD402-2_NOISE_L, wlan0_NTUMOOC_SIG_Q, wlan0_NTUMOOC_SIG_L, wlan0_NTUMOOC_NOISE_L, wlan0_eslab-Dlink652_SIG_Q, wlan0_eslab-Dlink652_SIG_L, wlan0_eslab-Dlink652_NOISE_L, wlan0_DIRECT-32-HP M377 LaserJet_SIG_Q, wlan0_DIRECT-32-HP M377 LaserJet_SIG_L, wlan0_DIRECT-32-HP M377 LaserJet_NOISE_L, ra0_LBS1_SIG_Q, ra0_LBS1_SIG_L, ra0_LBS1_NOISE_L, ra0_LBS2_SIG_Q, ra0_LBS2_SIG_L, ra0_LBS2_NOISE_L, ra0_LBS3_SIG_Q, ra0_LBS3_SIG_L, ra0_LBS3_NOISE_L, ra0_LBS4_SIG_Q, ra0_LBS4_SIG_L, ra0_LBS4_NOISE_L, ra0_NTU@1_SIG_Q, ra0_NTU@1_SIG_L, ra0_NTU@1_NOISE_L, ra0_NTU@2_SIG_Q, ra0_NTU@2_SIG_L, ra0_NTU@2_NOISE_L, ra0_NTU@3_SIG_Q, ra0_NTU@3_SIG_L, ra0_NTU@3_NOISE_L, ra0_NTU@4_SIG_Q, ra0_NTU@4_SIG_L, ra0_NTU@4_NOISE_L, ra0_ntu_peap@1_SIG_Q, ra0_ntu_peap@1_SIG_L, ra0_ntu_peap@1_NOISE_L, ra0_ntu_peap@2_SIG_Q, ra0_ntu_peap@2_SIG_L, ra0_ntu_peap@2_NOISE_L, ra0_ntu_peap@3_SIG_Q, ra0_ntu_peap@3_SIG_L, ra0_ntu_peap@3_NOISE_L, ra0_eduroam@1_SIG_Q, ra0_eduroam@1_SIG_L, ra0_eduroam@1_NOISE_L, ra0_eduroam@2_SIG_Q, ra0_eduroam@2_SIG_L, ra0_eduroam@2_NOISE_L, ra0_eduroam@3_SIG_Q, ra0_eduroam@3_SIG_L, ra0_eduroam@3_NOISE_L, ra0_MD402_1_SIG_Q, ra0_MD402_1_SIG_L, ra0_MD402_1_NOISE_L, ra0_MD402-2_SIG_Q, ra0_MD402-2_SIG_L, ra0_MD402-2_NOISE_L, ra0_NTUMOOC_SIG_Q, ra0_NTUMOOC_SIG_L, ra0_NTUMOOC_NOISE_L, ra0_eslab-Dlink652_SIG_Q, ra0_eslab-Dlink652_SIG_L, ra0_eslab-Dlink652_NOISE_L, ra0_DIRECT-32-HP M377 LaserJet_SIG_Q, ra0_DIRECT-32-HP M377 LaserJet_SIG_L, ra0_DIRECT-32-HP M377 LaserJet_NOISE_L, Y
46,-64,0,67,-43,0,64,-46,0,57,-53,0,44,-66,0,28,-82,0,39,-71,0,51,-59,0,47,-63,0,26,-84,0,48,-62,0,52,-58,0,29,-81,0,37,-73,0,69,-41,0,64,-46,0,48,-62,0,39,-71,0,27,-83,0,65,-64,-92,100,-47,-92,100,-44,-92,100,-50,-92,60,-66,-92,47,-71,-66,44,-72,-67,91,-54,-92,68,-63,-92,34,-76,-71,91,-54,-92,70,-62,-92,50,-70,-92,31,-77,-72,100,-42,-92,100,-44,-92,70,-62,-92,50,-70,-92,57,-67,-92,2
49,-61,0,67,-43,0,60,-50,0,57,-53,0,41,-69,0,28,-82,0,39,-71,0,52,-58,0,44,-66,0,26,-84,0,50,-60,0,51,-59,0,29,-81,0,30,-80,0,70,-39,0,63,-47,0,47,-63,0,36,-74,0,34,-76,0,63,-65,-92,100,-47,-92,100,-46,-92,100,-49,-92,42,-73,-68,50,-70,-92,47,-71,-66,96,-52,-92,42,-73,-68,42,-73,-68,96,-52,-92,47,-71,-66,44,-72,-76,37,-75,-70,100,-42,-92,100,-41,-92,70,-62,-92,47,-71,-66,52,-69,-92,2
47,-63,0,66,-44,0,64,-46,0,56,-54,0,44,-66,0,28,-82,0,39,-71,0,50,-60,0,42,-68,0,26,-84,0,52,-58,0,54,-56,0,29,-81,0,29,-81,0,70,-37,0,64,-46,0,49,-61,0,39,-71,0,39,-71,0,76,-60,-92,100,-48,-92,100,-45,-92,100,-49,-92,44,-72,-67,44,-72,-67,47,-71,-66,91,-54,-92,55,-68,-92,44,-72,-67,91,-54,-92,91,-54,-92,44,-72,-67,42,-73,-68,100,-42,-92,100,-41,-92,70,-62,-92,42,-73,-75,52,-69,-92,2
52,-58,0,67,-43,0,64,-46,0,56,-54,0,45,-65,0,29,-81,0,39,-71,0,44,-66,0,44,-66,0,42,-68,0,54,-56,0,48,-62,0,29,-81,0,39,-71,0,70,-38,0,64,-46,0,49,-61,0,39,-71,0,39,-71,0,91,-54,-92,99,-51,-92,100,-46,-92,100,-47,-92,57,-67,-92,47,-71,-75,42,-73,-68,57,-67,-92,44,-72,-76,44,-72,-67,60,-66,-92,91,-54,-92,50,-70,-92,42,-73,-68,100,-42,-92,100,-39,-92,68,-63,-92,42,-73,-75,57,-67,-92,2
52,-58,0,67,-43,0,64,-46,0,56,-54,0,43,-67,0,32,-78,0,39,-71,0,50,-60,0,47,-63,0,42,-68,0,52,-58,0,52,-58,0,29,-81,0,39,-71,0,69,-41,0,65,-45,0,48,-62,0,40,-70,0,39,-71,0,57,-67,-92,100,-48,-92,100,-45,-92,100,-48,-92,65,-64,-92,47,-71,-66,39,-74,-69,91,-54,-92,68,-63,-92,29,-78,-73,89,-55,-92,89,-55,-92,50,-70,-92,39,-74,-69,100,-42,-92,100,-39,-92,68,-63,-92,42,-73,-75,57,-67,-92,2
51,-59,0,69,-41,0,67,-43,0,56,-54,0,42,-68,0,29,-81,0,39,-71,0,52,-58,0,41,-69,0,42,-68,0,53,-57,0,52,-58,0,29,-81,0,40,-70,0,70,-40,0,59,-51,0,37,-73,0,40,-70,0,39,-71,0,70,-62,-92,100,-46,-92,100,-43,-92,100,-49,-92,65,-64,-92,50,-70,-92,39,-74,-69,91,-54,-92,68,-63,-92,39,-74,-69,94,-53,-92,60,-66,-92,47,-71,-66,42,-73,-68,100,-43,-92,100,-40,-92,83,-57,-92,42,-73,-75,57,-67,-92,2
53,-57,0,65,-45,0,66,-44,0,57,-53,0,42,-68,0,31,-79,0,39,-71,0,54,-56,0,38,-72,0,42,-68,0,55,-55,0,54,-56,0,30,-80,0,40,-70,0,70,-37,0,60,-50,0,37,-73,0,50,-60,0,38,-72,0,96,-52,-92,100,-47,-92,100,-44,-92,100,-48,-92,65,-64,-92,63,-65,-92,31,-77,-72,91,-54,-92,47,-71,-66,31,-77,-72,91,-54,-92,94,-53,-92,47,-71,-66,34,-76,-71,100,-43,-92,100,-42,-92,76,-60,-92,47,-71,-66,55,-68,-92,3
54,-56,0,67,-43,0,64,-46,0,57,-53,0,36,-74,0,33,-77,0,32,-78,0,51,-59,0,41,-69,0,0,0,0,49,-61,0,50,-60,0,30,-80,0,40,-70,0,70,-34,0,61,-49,0,37,-73,0,49,-61,0,31,-79,0,91,-54,-92,100,-41,-92,100,-38,-92,99,-51,-92,50,-70,-92,94,-53,-92,50,-70,-92,68,-63,-92,50,-70,-92,39,-74,-69,70,-62,-92,63,-65,-92,52,-69,-92,47,-71,-66,100,-41,-92,100,-47,-92,81,-58,-92,47,-71,-66,70,-62,-92,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,-54,-92,100,-44,-92,100,-38,-92,99,-51,-92,70,-62,-92,94,-53,-92,44,-72,-67,83,-57,-92,70,-62,-92,60,-66,-92,83,-57,-92,96,-52,-92,52,-69,-92,63,-65,-92,100,-41,-92,100,-46,-92,76,-60,-92,57,-67,-92,73,-61,-92,3
51,-59,0,66,-44,0,63,-47,0,55,-55,0,32,-78,0,33,-77,0,26,-84,0,49,-61,0,34,-76,0,25,-85,0,55,-55,0,57,-53,0,27,-83,0,27,-83,0,70,-39,0,55,-55,0,40,-70,0,50,-60,0,32,-78,0,89,-55,-92,100,-44,-92,100,-38,-92,99,-51,-92,68,-63,-92,37,-75,-70,44,-72,-67,83,-57,-92,65,-64,-92,60,-66,-92,83,-57,-92,96,-52,-92,52,-69,-92,63,-65,-92,100,-41,-92,100,-47,-92,76,-60,-92,57,-67,-92,73,-61,-92,3
48,-62,0,67,-43,0,66,-44,0,55,-55,0,42,-68,0,33,-77,0,26,-84,0,54,-56,0,45,-65,0,25,-85,0,53,-57,0,56,-54,0,27,-83,0,27,-83,0,70,-39,0,57,-53,0,48,-62,0,51,-59,0,32,-78,0,86,-56,-92,100,-42,-92,100,-40,-92,100,-50,-92,76,-60,-92,52,-69,-92,60,-66,-92,76,-60,-92,70,-62,-92,60,-66,-92,76,-60,-92,81,-58,-92,52,-69,-92,60,-66,-92,100,-42,-92,24,-80,-75,73,-61,-92,57,-67,-92,60,-66,-92,3
50,-60,0,63,-47,0,67,-43,0,54,-56,0,45,-65,0,33,-77,0,30,-80,0,57,-53,0,45,-65,0,29,-81,0,56,-54,0,56,-54,0,27,-83,0,27,-83,0,70,-38,0,54,-56,0,42,-68,0,47,-63,0,25,-85,0,91,-54,-92,100,-42,-92,100,-41,-92,99,-51,-92,65,-64,-92,52,-69,-92,47,-71,-75,83,-57,-92,55,-68,-92,50,-70,-92,81,-58,-92,81,-58,-92,52,-69,-92,44,-72,-76,100,-43,-92,99,-51,-92,73,-61,-92,65,-64,-92,76,-60,-92,3
49,-61,0,64,-46,0,67,-43,0,58,-52,0,33,-77,0,32,-78,0,29,-81,0,53,-57,0,43,-67,0,29,-81,0,57,-53,0,53,-57,0,27,-83,0,27,-83,0,70,-38,0,54,-56,0,46,-64,0,49,-61,0,32,-78,0,94,-53,-92,100,-42,-92,100,-39,-92,96,-52,-92,65,-64,-92,57,-67,-92,47,-71,-66,83,-57,-92,86,-56,-92,63,-65,-92,83,-57,-92,96,-52,-92,52,-69,-92,63,-65,-92,100,-42,-92,99,-51,-92,70,-62,-92,57,-67,-92,55,-68,-92,3
49,-61,0,65,-45,0,64,-46,0,58,-52,0,48,-62,0,32,-78,0,33,-77,0,57,-53,0,47,-63,0,29,-81,0,58,-52,0,54,-56,0,27,-83,0,27,-83,0,70,-40,0,54,-56,0,46,-64,0,48,-62,0,34,-76,0,96,-52,-92,100,-44,-92,100,-40,-92,96,-52,-92,60,-66,-92,60,-66,-92,60,-66,-92,96,-52,-92,60,-66,-92,65,-64,-92,26,-79,-74,76,-60,-92,52,-69,-92,60,-66,-92,100,-43,-92,100,-48,-92,76,-60,-92,55,-68,-92,83,-57,-92,3
45,-65,0,66,-44,0,66,-44,0,58,-52,0,39,-71,0,32,-78,0,33,-77,0,56,-54,0,40,-70,0,29,-81,0,49,-61,0,59,-51,0,33,-77,0,27,-83,0,67,-43,0,54,-56,0,44,-66,0,51,-59,0,39,-71,0,91,-54,-92,100,-42,-92,100,-42,-92,89,-55,-92,100,-48,-92,60,-66,-92,47,-71,-66,78,-59,-92,26,-79,-74,65,-64,-92,76,-60,-92,70,-62,-92,0,0,0,63,-65,-92,100,-43,-92,100,-45,-92,70,-62,-92,60,-66,-92,78,-59,-92,3
52,-58,0,63,-47,0,62,-48,0,53,-57,0,36,-74,0,32,-78,0,33,-77,0,59,-51,0,34,-76,0,29,-81,0,61,-49,0,58,-52,0,33,-77,0,28,-82,0,66,-44,0,54,-56,0,51,-59,0,51,-59,0,39,-71,0,91,-54,-92,100,-42,-92,100,-41,-92,86,-56,-92,60,-66,-92,94,-53,-92,50,-70,-92,94,-53,-92,63,-65,-92,63,-65,-92,96,-52,-92,73,-61,-92,0,0,0,63,-65,-92,100,-42,-92,94,-53,-92,76,-60,-92,60,-66,-92,78,-59,-92,3
54,-56,0,67,-43,0,63,-47,0,55,-55,0,35,-75,0,32,-78,0,33,-77,0,54,-56,0,34,-76,0,29,-81,0,52,-58,0,51,-59,0,23,-87,0,28,-82,0,68,-42,0,55,-55,0,44,-66,0,51,-59,0,39,-71,0,100,-46,-92,100,-44,-92,100,-41,-92,89,-55,-92,55,-68,-92,60,-66,-92,60,-66,-92,100,-45,-92,65,-64,-92,60,-66,-92,73,-61,-92,73,-61,-92,39,-74,-69,63,-65,-92,100,-42,-92,100,-46,-92,76,-60,-92,70,-62,-92,78,-59,-92,3
51,-59,0,67,-43,0,61,-49,0,57,-53,0,45,-65,0,26,-84,0,28,-82,0,55,-55,0,39,-71,0,31,-79,0,55,-55,0,54,-56,0,34,-76,0,28,-82,0,68,-42,0,58,-52,0,44,-66,0,51,-59,0,39,-71,0,86,-56,-92,100,-43,-92,100,-40,-92,89,-55,-92,68,-63,-92,55,-68,-92,50,-70,-92,99,-51,-92,68,-63,-92,65,-64,-92,100,-49,-92,100,-50,-92,57,-67,-92,65,-64,-92,100,-42,-92,100,-43,-92,73,-61,-92,57,-67,-92,78,-59,-92,3
51,-59,0,65,-45,0,67,-43,0,53,-57,0,33,-77,0,26,-84,0,28,-82,0,53,-57,0,45,-65,0,31,-79,0,58,-52,0,58,-52,0,34,-76,0,33,-77,0,69,-41,0,55,-55,0,44,-66,0,47,-63,0,39,-71,0,91,-54,-92,100,-44,-92,100,-39,-92,91,-54,-92,73,-61,-92,55,-68,-92,47,-71,-66,96,-52,-92,70,-62,-92,55,-68,-92,94,-53,-92,94,-53,-92,42,-73,-68,63,-65,-92,100,-42,-92,100,-47,-92,63,-65,-92,60,-66,-92,78,-59,-92,3
45,-65,0,67,-43,0,65,-45,0,55,-55,0,43,-67,0,23,-87,0,30,-80,0,58,-52,0,42,-68,0,29,-81,0,58,-52,0,58,-52,0,34,-76,0,33,-77,0,69,-41,0,55,-55,0,46,-64,0,49,-61,0,40,-70,0,96,-52,-92,100,-45,-92,100,-39,-92,91,-54,-92,68,-63,-92,55,-68,-92,44,-72,-67,78,-59,-92,76,-60,-92,63,-65,-92,100,-46,-92,94,-53,-92,42,-73,-68,63,-65,-92,100,-45,-92,100,-45,-92,73,-61,-92,55,-68,-92,76,-60,-92,3
44,-66,0,63,-47,0,63,-47,0,52,-58,0,38,-72,0,33,-77,0,31,-79,0,54,-56,0,34,-76,0,29,-81,0,59,-51,0,48,-62,0,24,-86,0,28,-82,0,66,-44,0,55,-55,0,45,-65,0,52,-58,0,40,-70,0,89,-55,-92,100,-44,-92,100,-39,-92,99,-51,-92,52,-69,-92,52,-69,-92,63,-65,-92,100,-47,-92,55,-68,-92,65,-64,-92,94,-53,-92,76,-60,-92,42,-73,-68,68,-63,-92,100,-43,-92,100,-49,-92,73,-61,-92,73,-61,-92,78,-59,-92,3
47,-63,0,65,-45,0,64,-46,0,56,-54,0,38,-72,0,33,-77,0,31,-79,0,51,-59,0,46,-64,0,29,-81,0,53,-57,0,48,-62,0,30,-80,0,28,-82,0,68,-42,0,59,-51,0,39,-71,0,48,-62,0,25,-85,0,91,-54,-92,100,-44,-92,100,-39,-92,94,-53,-92,65,-64,-92,91,-54,-92,63,-65,-92,81,-58,-92,65,-64,-92,60,-66,-92,81,-58,-92,91,-54,-92,57,-67,-92,50,-70,-92,100,-43,-92,100,-50,-92,65,-64,-92,65,-64,-92,81,-58,-92,3
45,-65,0,66,-44,0,65,-45,0,55,-55,0,38,-72,0,30,-80,0,31,-79,0,54,-56,0,43,-67,0,29,-81,0,54,-56,0,59,-51,0,30,-80,0,27,-83,0,68,-42,0,57,-53,0,44,-66,0,50,-60,0,33,-77,0,91,-54,-92,100,-43,-92,100,-38,-92,91,-54,-92,24,-80,-75,50,-70,-92,63,-65,-92,76,-60,-92,50,-70,-92,52,-69,-92,78,-59,-92,94,-53,-92,39,-74,-69,47,-71,-66,100,-44,-92,100,-42,-92,68,-63,-92,89,-55,-92,81,-58,-92,3
46,-64,0,66,-44,0,65,-45,0,53,-57,0,38,-72,0,30,-80,0,31,-79,0,55,-55,0,36,-74,0,29,-81,0,56,-54,0,53,-57,0,31,-79,0,27,-83,0,70,-40,0,55,-55,0,39,-71,0,48,-62,0,33,-77,0,91,-54,-92,100,-44,-92,100,-39,-92,99,-51,-92,47,-71,-66,57,-67,-92,65,-64,-92,78,-59,-92,37,-75,-70,65,-64,-92,81,-58,-92,78,-59,-92,55,-68,-92,60,-66,-92,100,-45,-92,100,-47,-92,73,-61,-92,73,-61,-92,76,-60,-92,3
47,-63,0,66,-44,0,63,-47,0,54,-56,0,40,-70,0,36,-74,0,31,-79,0,50,-60,0,38,-72,0,19,-91,0,50,-60,0,49,-61,0,32,-78,0,27,-83,0,69,-41,0,60,-50,0,46,-64,0,49,-61,0,37,-73,0,83,-57,-92,100,-44,-92,100,-39,-92,96,-52,-92,44,-72,-67,50,-70,-92,57,-67,-92,91,-54,-92,44,-72,-67,57,-67,-92,96,-52,-92,94,-53,-92,52,-69,-92,47,-71,-74,100,-44,-92,91,-54,-92,83,-57,-92,70,-62,-92,76,-60,-92,3
47,-63,0,64,-46,0,61,-49,0,54,-56,0,38,-72,0,31,-79,0,29,-81,0,53,-57,0,38,-72,0,19,-91,0,51,-59,0,49,-61,0,32,-78,0,27,-83,0,68,-42,0,52,-58,0,40,-70,0,52,-58,0,37,-73,0,86,-56,-92,100,-43,-92,100,-39,-92,91,-54,-92,50,-70,-92,94,-53,-92,60,-66,-92,78,-59,-92,47,-71,-66,47,-71,-66,78,-59,-92,78,-59,-92,31,-77,-72,60,-66,-92,100,-44,-92,100,-46,-92,78,-59,-92,73,-61,-92,76,-60,-92,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-43,-92,100,-43,-92,100,-40,-92,96,-52,-92,65,-64,-92,31,-77,-72,57,-67,-92,94,-53,-92,63,-65,-92,60,-66,-92,83,-57,-92,100,-44,-92,37,-75,-70,57,-67,-92,100,-39,-92,96,-52,-92,94,-53,-92,65,-64,-92,89,-55,-92,4
43,-67,0,49,-61,0,66,-44,0,56,-54,0,41,-69,0,34,-76,0,25,-85,0,49,-61,0,36,-74,0,27,-83,0,48,-62,0,47,-63,0,28,-82,0,28,-82,0,70,-39,0,52,-58,0,42,-68,0,42,-68,0,42,-68,0,83,-57,-92,100,-49,-92,100,-34,-92,100,-50,-92,65,-64,-92,44,-72,-67,29,-78,-73,89,-55,-92,37,-75,-70,26,-79,-74,89,-55,-92,89,-55,-92,37,-75,-70,34,-76,-71,100,-40,-92,100,-50,-92,81,-58,-92,55,-68,-92,63,-65,-92,4
43,-67,0,51,-59,0,69,-41,0,55,-55,0,38,-72,0,31,-79,0,25,-85,0,40,-70,0,36,-74,0,27,-83,0,37,-73,0,39,-71,0,32,-78,0,28,-82,0,70,-34,0,56,-54,0,42,-68,0,42,-68,0,41,-69,0,94,-53,-92,89,-55,-92,100,-33,-92,100,-50,-92,42,-73,-68,44,-72,-67,39,-74,-69,86,-56,-92,37,-75,-70,37,-75,-70,86,-56,-92,83,-57,-92,37,-75,-70,31,-77,-72,100,-41,-92,100,-48,-92,78,-59,-92,42,-73,-68,47,-71,-73,4
45,-65,0,49,-61,0,69,-41,0,55,-55,0,38,-72,0,31,-79,0,25,-85,0,47,-63,0,36,-74,0,24,-86,0,37,-73,0,53,-57,0,32,-78,0,28,-82,0,70,-34,0,61,-49,0,39,-71,0,44,-66,0,37,-73,0,89,-55,-92,99,-51,-92,100,-34,-92,99,-51,-92,44,-72,-67,47,-71,-66,37,-75,-70,91,-54,-92,42,-73,-68,39,-74,-69,91,-54,-92,89,-55,-92,0,0,0,39,-74,-69,100,-40,-92,47,-71,-66,73,-61,-92,42,-73,-68,52,-69,-92,4
45,-65,0,52,-58,0,64,-46,0,53,-57,0,38,-72,0,31,-79,0,25,-85,0,45,-65,0,38,-72,0,24,-86,0,37,-73,0,47,-63,0,32,-78,0,28,-82,0,70,-34,0,59,-51,0,38,-72,0,44,-66,0,37,-73,0,86,-56,-92,100,-50,-92,100,-34,-92,100,-44,-92,73,-61,-92,31,-77,-72,37,-75,-70,86,-56,-92,70,-62,-92,39,-74,-69,86,-56,-92,89,-55,-92,0,0,0,44,-72,-67,100,-40,-92,100,-46,-92,83,-57,-92,42,-73,-68,50,-70,-92,4
45,-65,0,52,-58,0,66,-44,0,55,-55,0,38,-72,0,31,-79,0,33,-77,0,42,-68,0,34,-76,0,24,-86,0,41,-69,0,47,-63,0,32,-78,0,37,-73,0,70,-36,0,59,-51,0,38,-72,0,43,-67,0,37,-73,0,76,-60,-92,96,-52,-92,100,-35,-92,100,-49,-92,73,-61,-92,76,-60,-92,42,-73,-68,89,-55,-92,70,-62,-92,39,-74,-69,89,-55,-92,89,-55,-92,0,0,0,42,-73,-68,100,-40,-92,100,-46,-92,83,-57,-92,0,0,0,50,-70,-92,4
40,-70,0,47,-63,0,65,-45,0,55,-55,0,40,-70,0,31,-79,0,33,-77,0,42,-68,0,40,-70,0,26,-84,0,51,-59,0,51,-59,0,33,-77,0,35,-75,0,70,-33,0,58,-52,0,44,-66,0,43,-67,0,37,-73,0,78,-59,-92,91,-54,-92,100,-35,-92,96,-52,-92,68,-63,-92,76,-60,-92,39,-74,-69,96,-52,-92,29,-78,-73,39,-74,-69,96,-52,-92,94,-53,-92,47,-71,-66,47,-71,-66,100,-40,-92,100,-49,-92,76,-60,-92,52,-69,-92,65,-64,-92,4
34,-76,0,47,-63,0,67,-43,0,54,-56,0,33,-77,0,31,-79,0,33,-77,0,45,-65,0,33,-77,0,26,-84,0,43,-67,0,48,-62,0,33,-77,0,32,-78,0,70,-35,0,58,-52,0,43,-67,0,43,-67,0,37,-73,0,52,-69,-92,89,-55,-92,100,-35,-92,91,-54,-92,73,-61,-92,29,-78,-73,39,-74,-69,91,-54,-92,70,-62,-92,34,-76,-71,94,-53,-92,96,-52,-92,47,-71,-66,31,-77,-72,100,-40,-92,100,-46,-92,78,-59,-92,47,-71,-79,65,-64,-92,4
45,-65,0,54,-56,0,68,-42,0,53,-57,0,42,-68,0,31,-79,0,31,-79,0,45,-65,0,42,-68,0,26,-84,0,43,-67,0,48,-62,0,33,-77,0,32,-78,0,70,-35,0,58,-52,0,43,-67,0,44,-66,0,37,-73,0,70,-62,-92,83,-57,-92,100,-34,-92,96,-52,-92,37,-75,-70,29,-78,-73,26,-79,-74,91,-54,-92,39,-74,-69,42,-73,-68,91,-54,-92,94,-53,-92,47,-71,-66,37,-75,-70,100,-39,-92,100,-50,-92,81,-58,-92,50,-70,-92,39,-74,-76,4
38,-72,0,46,-64,0,66,-44,0,55,-55,0,38,-72,0,31,-79,0,35,-75,0,49,-61,0,39,-71,0,34,-76,0,44,-66,0,46,-64,0,33,-77,0,32,-78,0,70,-38,0,62,-48,0,39,-71,0,39,-71,0,36,-74,0,52,-69,-92,99,-51,-92,100,-35,-92,94,-53,-92,63,-65,-92,29,-78,-73,26,-79,-74,86,-56,-92,65,-64,-92,42,-73,-68,83,-57,-92,100,-49,-92,42,-73,-68,26,-79,-74,100,-40,-92,100,-45,-92,81,-58,-92,60,-66,-92,39,-74,-76,4
44,-66,0,44,-66,0,69,-41,0,55,-55,0,38,-72,0,31,-79,0,34,-76,0,37,-73,0,39,-71,0,34,-76,0,44,-66,0,43,-67,0,33,-77,0,35,-75,0,70,-36,0,57,-53,0,39,-71,0,44,-66,0,36,-74,0,86,-56,-92,89,-55,-92,100,-35,-92,96,-52,-92,39,-74,-69,47,-71,-66,34,-76,-71,91,-54,-92,39,-74,-69,42,-73,-68,91,-54,-92,55,-68,-92,42,-73,-68,34,-76,-71,100,-40,-92,100,-45,-92,76,-60,-92,50,-70,-92,55,-68,-92,4
36,-74,0,49,-61,0,68,-42,0,57,-53,0,31,-79,0,31,-79,0,34,-76,0,47,-63,0,30,-80,0,34,-76,0,48,-62,0,48,-62,0,25,-85,0,35,-75,0,70,-39,0,61,-49,0,42,-68,0,44,-66,0,36,-74,0,81,-58,-92,91,-54,-92,100,-35,-92,94,-53,-92,70,-62,-92,47,-71,-66,34,-76,-71,91,-54,-92,60,-66,-92,0,0,0,94,-53,-92,91,-54,-92,47,-71,-75,34,-76,-71,100,-41,-92,26,-79,-74,76,-60,-92,50,-70,-92,50,-70,-92,4
40,-70,0,52,-58,0,69,-41,0,56,-54,0,35,-75,0,31,-79,0,35,-75,0,41,-69,0,36,-74,0,34,-76,0,48,-62,0,50,-60,0,25,-85,0,35,-75,0,70,-37,0,53,-57,0,42,-68,0,44,-66,0,34,-76,0,83,-57,-92,94,-53,-92,100,-34,-92,99,-51,-92,70,-62,-92,47,-71,-66,34,-76,-71,94,-53,-92,50,-70,-92,39,-74,-69,91,-54,-92,86,-56,-92,42,-73,-68,34,-76,-71,100,-40,-92,100,-46,-92,73,-61,-92,39,-74,-69,34,-76,-78,4
41,-69,0,54,-56,0,66,-44,0,57,-53,0,39,-71,0,31,-79,0,35,-75,0,40,-70,0,37,-73,0,34,-76,0,40,-70,0,51,-59,0,28,-82,0,27,-83,0,70,-35,0,61,-49,0,38,-72,0,44,-66,0,34,-76,0,78,-59,-92,78,-59,-92,100,-35,-92,96,-52,-92,78,-59,-92,47,-71,-66,34,-76,-71,91,-54,-92,78,-59,-92,39,-74,-69,83,-57,-92,89,-55,-92,42,-73,-68,34,-76,-71,100,-40,-92,100,-46,-92,78,-59,-92,44,-72,-77,39,-74,-76,4
38,-72,0,53,-57,0,68,-42,0,56,-54,0,39,-71,0,31,-79,0,35,-75,0,38,-72,0,38,-72,0,34,-76,0,43,-67,0,52,-58,0,28,-82,0,32,-78,0,70,-34,0,59,-51,0,46,-64,0,45,-65,0,39,-71,0,86,-56,-92,86,-56,-92,100,-33,-92,94,-53,-92,76,-60,-92,55,-68,-92,39,-74,-79,86,-56,-92,76,-60,-92,37,-75,-70,86,-56,-92,83,-57,-92,47,-71,-66,39,-74,-69,100,-41,-92,100,-48,-92,76,-60,-92,52,-69,-92,57,-67,-92,4
